period,stateid,stateDescription,sectorid,sectorName,customers,price,customers-units,price-units
2002-10,CA,California,OTH,other,,6.32,number of customers,cents per kilowatthour
2002-10,CA,California,IND,industrial,,10.64,number of customers,cents per kilowatthour
2002-10,CA,California,COM,commercial,,14.52,number of customers,cents per kilowatthour
2002-10,CA,California,ALL,all sectors,,12.68,number of customers,cents per kilowatthour
2002-10,MA,Massachusetts,TRA,transportation,,,number of customers,cents per kilowatthour
2002-10,MA,Massachusetts,RES,residential,,10.87,number of customers,cents per kilowatthour
2002-10,MA,Massachusetts,OTH,other,,11.64,number of customers,cents per kilowatthour
2002-10,MA,Massachusetts,IND,industrial,,8.25,number of customers,cents per kilowatthour
2002-10,MA,Massachusetts,COM,commercial,,10.19,number of customers,cents per kilowatthour
2002-10,MA,Massachusetts,ALL,all sectors,,10.04,number of customers,cents per kilowatthour
2002-10,FL,Florida,TRA,transportation,,,number of customers,cents per kilowatthour
2002-10,FL,Florida,RES,residential,,8.14,number of customers,cents per kilowatthour
2002-10,FL,Florida,OTH,other,,7.24,number of customers,cents per kilowatthour
2002-10,FL,Florida,IND,industrial,,5.27,number of customers,cents per kilowatthour
2002-10,FL,Florida,COM,commercial,,6.58,number of customers,cents per kilowatthour
2002-09,NY,New York,ALL,all sectors,,11.77,number of customers,cents per kilowatthour
2002-09,CO,Colorado,TRA,transportation,,,number of customers,cents per kilowatthour
2002-09,CO,Colorado,RES,residential,,7.73,number of customers,cents per kilowatthour
2002-09,CO,Colorado,OTH,other,,6.23,number of customers,cents per kilowatthour
2002-09,CO,Colorado,IND,industrial,,4.68,number of customers,cents per kilowatthour
2002-09,CO,Colorado,COM,commercial,,5.94,number of customers,cents per kilowatthour
2002-09,CO,Colorado,ALL,all sectors,,6.26,number of customers,cents per kilowatthour
2002-09,CA,California,TRA,transportation,,,number of customers,cents per kilowatthour
2002-09,CA,California,RES,residential,,11.61,number of customers,cents per kilowatthour
2002-09,MA,Massachusetts,TRA,transportation,,,number of customers,cents per kilowatthour
2002-09,MA,Massachusetts,RES,residential,,10.68,number of customers,cents per kilowatthour
2002-09,MA,Massachusetts,OTH,other,,12.43,number of customers,cents per kilowatthour
2002-09,MA,Massachusetts,IND,industrial,,8.6,number of customers,cents per kilowatthour
2002-09,MA,Massachusetts,COM,commercial,,10.95,number of customers,cents per kilowatthour
2002-09,MA,Massachusetts,ALL,all sectors,,10.43,number of customers,cents per kilowatthour
2002-09,CA,California,OTH,other,,6.31,number of customers,cents per kilowatthour
2002-09,CA,California,IND,industrial,,10.44,number of customers,cents per kilowatthour
2002-09,CA,California,COM,commercial,,13.97,number of customers,cents per kilowatthour
2002-09,CA,California,ALL,all sectors,,12.24,number of customers,cents per kilowatthour
2002-09,FL,Florida,TRA,transportation,,,number of customers,cents per kilowatthour
2002-09,FL,Florida,RES,residential,,8.09,number of customers,cents per kilowatthour
2002-09,FL,Florida,OTH,other,,7.09,number of customers,cents per kilowatthour
2002-09,FL,Florida,IND,industrial,,5.25,number of customers,cents per kilowatthour
2002-09,FL,Florida,COM,commercial,,6.5,number of customers,cents per kilowatthour
2002-09,FL,Florida,ALL,all sectors,,7.27,number of customers,cents per kilowatthour
2002-09,WA,Washington,TRA,transportation,,,number of customers,cents per kilowatthour
2002-09,WA,Washington,RES,residential,,6.22,number of customers,cents per kilowatthour
2002-09,WA,Washington,OTH,other,,5.15,number of customers,cents per kilowatthour
2002-09,WA,Washington,IND,industrial,,4,number of customers,cents per kilowatthour
2002-09,WA,Washington,COM,commercial,,6.04,number of customers,cents per kilowatthour
2002-09,WA,Washington,ALL,all sectors,,5.52,number of customers,cents per kilowatthour
2002-09,TX,Texas,TRA,transportation,,,number of customers,cents per kilowatthour
2002-09,TX,Texas,RES,residential,,8.04,number of customers,cents per kilowatthour
2002-09,TX,Texas,OTH,other,,5.55,number of customers,cents per kilowatthour
2002-09,TX,Texas,IND,industrial,,3.94,number of customers,cents per kilowatthour
2002-09,TX,Texas,COM,commercial,,6.65,number of customers,cents per kilowatthour
2002-09,TX,Texas,ALL,all sectors,,6.45,number of customers,cents per kilowatthour
2002-09,MN,Minnesota,TRA,transportation,,,number of customers,cents per kilowatthour
2002-09,MN,Minnesota,RES,residential,,7.63,number of customers,cents per kilowatthour
2002-09,MN,Minnesota,OTH,other,,7.42,number of customers,cents per kilowatthour
2002-09,MN,Minnesota,IND,industrial,,4.2,number of customers,cents per kilowatthour
2002-09,MN,Minnesota,COM,commercial,,5.71,number of customers,cents per kilowatthour
2002-09,MN,Minnesota,ALL,all sectors,,5.83,number of customers,cents per kilowatthour
2002-09,OH,Ohio,TRA,transportation,,,number of customers,cents per kilowatthour
2002-09,OH,Ohio,RES,residential,,8.6,number of customers,cents per kilowatthour
2002-09,OH,Ohio,OTH,other,,5.23,number of customers,cents per kilowatthour
2002-09,OH,Ohio,IND,industrial,,4.87,number of customers,cents per kilowatthour
2002-09,OH,Ohio,COM,commercial,,7.83,number of customers,cents per kilowatthour
2002-09,OH,Ohio,ALL,all sectors,,6.84,number of customers,cents per kilowatthour
2002-09,NY,New York,TRA,transportation,,,number of customers,cents per kilowatthour
2002-09,NY,New York,RES,residential,,14.42,number of customers,cents per kilowatthour
2002-09,NY,New York,OTH,other,,9.22,number of customers,cents per kilowatthour
2002-09,NY,New York,IND,industrial,,5.13,number of customers,cents per kilowatthour
2002-09,NY,New York,COM,commercial,,13.07,number of customers,cents per kilowatthour
2002-08,MA,Massachusetts,ALL,all sectors,,10.18,number of customers,cents per kilowatthour
2002-08,WA,Washington,TRA,transportation,,,number of customers,cents per kilowatthour
2002-08,WA,Washington,RES,residential,,6.33,number of customers,cents per kilowatthour
2002-08,WA,Washington,OTH,other,,5.02,number of customers,cents per kilowatthour
2002-08,WA,Washington,IND,industrial,,4.61,number of customers,cents per kilowatthour
2002-08,WA,Washington,COM,commercial,,5.93,number of customers,cents per kilowatthour
2002-08,WA,Washington,ALL,all sectors,,5.69,number of customers,cents per kilowatthour
2002-08,TX,Texas,TRA,transportation,,,number of customers,cents per kilowatthour
2002-08,TX,Texas,RES,residential,,8.07,number of customers,cents per kilowatthour
2002-08,TX,Texas,OTH,other,,6.6,number of customers,cents per kilowatthour
2002-08,TX,Texas,IND,industrial,,4.53,number of customers,cents per kilowatthour
2002-08,TX,Texas,COM,commercial,,6.97,number of customers,cents per kilowatthour
2002-08,TX,Texas,ALL,all sectors,,6.73,number of customers,cents per kilowatthour
2002-08,FL,Florida,TRA,transportation,,,number of customers,cents per kilowatthour
2002-08,FL,Florida,RES,residential,,8.09,number of customers,cents per kilowatthour
2002-08,FL,Florida,OTH,other,,7.44,number of customers,cents per kilowatthour
2002-08,FL,Florida,IND,industrial,,5.19,number of customers,cents per kilowatthour
2002-08,FL,Florida,COM,commercial,,6.51,number of customers,cents per kilowatthour
